seq,batch,collection,id,group,unit
357,8,terms,ratio,用語:中1,jp-chuugaku-1-ichiji-houteishiki
358,8,terms,value-of-a-ratio,用語:中1,jp-chuugaku-1-ichiji-houteishiki
359,8,terms,proportion,用語:中1,jp-chuugaku-1-ichiji-houteishiki
360,8,terms,cross-multiply,用語:中1,jp-chuugaku-1-ichiji-houteishiki
361,8,terms,word-problem,用語:中1,jp-chuugaku-1-ichiji-houteishiki
362,8,terms,unknown,用語:中1,jp-chuugaku-1-ichiji-houteishiki
363,8,terms,hold,用語:中1,jp-chuugaku-1-ichiji-houteishiki
364,8,terms,find,用語:中1,jp-chuugaku-1-ichiji-houteishiki
365,8,terms,check,用語:中1,jp-chuugaku-1-ichiji-houteishiki
366,8,terms,simplify,用語:中1,jp-chuugaku-1-ichiji-houteishiki
367,8,terms,clear-the-denominators,用語:中1,jp-chuugaku-1-ichiji-houteishiki
368,8,terms,work-backwards,用語:中1,jp-chuugaku-1-ichiji-houteishiki
369,8,terms,satisfy,用語:中1,jp-chuugaku-1-ichiji-houteishiki
370,8,terms,slant-height,用語:中1,jp-chuugaku-1-kuukan-zukei
371,8,terms,solid,用語:中1,jp-chuugaku-1-kuukan-zukei
372,8,terms,plane,用語:中1,jp-chuugaku-1-kuukan-zukei
373,8,terms,prism,用語:中1,jp-chuugaku-1-kuukan-zukei
374,8,terms,pyramid,用語:中1,jp-chuugaku-1-kuukan-zukei
375,8,terms,cylinder,用語:中1,jp-chuugaku-1-kuukan-zukei
376,8,terms,cone,用語:中1,jp-chuugaku-1-kuukan-zukei
377,8,terms,sphere,用語:中1,jp-chuugaku-1-kuukan-zukei
378,8,terms,regular-polyhedron,用語:中1,jp-chuugaku-1-kuukan-zukei
379,8,terms,polyhedron,用語:中1,jp-chuugaku-1-kuukan-zukei
380,8,terms,lateral-face,用語:中1,jp-chuugaku-1-kuukan-zukei
381,8,terms,lateral-area,用語:中1,jp-chuugaku-1-kuukan-zukei
382,8,terms,surface-area,用語:中1,jp-chuugaku-1-kuukan-zukei
383,8,terms,volume,用語:中1,jp-chuugaku-1-kuukan-zukei
384,8,terms,area-of-the-base,用語:中1,jp-chuugaku-1-kuukan-zukei
385,8,terms,height,用語:中1,jp-chuugaku-1-kuukan-zukei
386,8,terms,net,用語:中1,jp-chuugaku-1-kuukan-zukei
387,8,terms,orthographic-projection,用語:中1,jp-chuugaku-1-kuukan-zukei
388,8,terms,skew-lines,用語:中1,jp-chuugaku-1-kuukan-zukei
389,8,terms,rectangular-prism,用語:中1,jp-chuugaku-1-kuukan-zukei
390,8,terms,triangular-prism,用語:中1,jp-chuugaku-1-kuukan-zukei
391,8,terms,square-pyramid,用語:中1,jp-chuugaku-1-kuukan-zukei
392,8,terms,regular-tetrahedron,用語:中1,jp-chuugaku-1-kuukan-zukei
393,8,terms,edge,用語:中1,jp-chuugaku-1-kuukan-zukei
394,8,terms,face,用語:中1,jp-chuugaku-1-kuukan-zukei
395,8,terms,lie-in,用語:中1,jp-chuugaku-1-kuukan-zukei
396,8,terms,line-of-intersection,用語:中1,jp-chuugaku-1-kuukan-zukei
397,8,terms,base-of-a-solid,用語:中1,jp-chuugaku-1-kuukan-zukei
398,8,terms,cube-solid,用語:中1,jp-chuugaku-1-kuukan-zukei
399,8,terms,sketch-of-a-solid,用語:中1,jp-chuugaku-1-kuukan-zukei
400,8,terms,substitute,用語:中1,jp-chuugaku-1-moji-to-shiki
401,9,terms,evaluate,用語:中1,jp-chuugaku-1-moji-to-shiki
402,9,terms,rate,用語:中1,jp-chuugaku-1-moji-to-shiki
403,9,terms,algebraic-expression,用語:中1,jp-chuugaku-1-moji-to-shiki
404,9,terms,expression,用語:中1,jp-chuugaku-1-moji-to-shiki
405,9,terms,coefficient,用語:中1,jp-chuugaku-1-moji-to-shiki
406,9,terms,constant-term,用語:中1,jp-chuugaku-1-moji-to-shiki
407,9,terms,like-terms,用語:中1,jp-chuugaku-1-moji-to-shiki
408,9,terms,linear-expression,用語:中1,jp-chuugaku-1-moji-to-shiki
409,9,terms,value-of-the-expression,用語:中1,jp-chuugaku-1-moji-to-shiki
410,9,terms,quantity,用語:中1,jp-chuugaku-1-moji-to-shiki
411,9,terms,inequality,用語:中1,jp-chuugaku-1-moji-to-shiki
412,9,terms,left-hand-side,用語:中1,jp-chuugaku-1-moji-to-shiki
413,9,terms,right-hand-side,用語:中1,jp-chuugaku-1-moji-to-shiki
414,9,terms,both-sides,用語:中1,jp-chuugaku-1-moji-to-shiki
415,9,terms,equal-sign,用語:中1,jp-chuugaku-1-moji-to-shiki
416,9,terms,inequality-sign,用語:中1,jp-chuugaku-1-moji-to-shiki
417,9,terms,unit,用語:中1,jp-chuugaku-1-moji-to-shiki
418,9,terms,percent,用語:中1,jp-chuugaku-1-moji-to-shiki
419,9,terms,speed,用語:中1,jp-chuugaku-1-moji-to-shiki
420,9,terms,combine-like-terms,用語:中1,jp-chuugaku-1-moji-to-shiki
421,9,terms,represent,用語:中1,jp-chuugaku-1-moji-to-shiki
422,9,terms,times,用語:中1,jp-chuugaku-1-moji-to-shiki
423,9,terms,number-line,用語:中1,jp-chuugaku-1-seifu-no-suu
424,9,terms,prime-factorization,用語:中1,jp-chuugaku-1-seifu-no-suu
425,9,terms,positive-number,用語:中1,jp-chuugaku-1-seifu-no-suu
426,9,terms,negative-number,用語:中1,jp-chuugaku-1-seifu-no-suu
427,9,terms,positive-and-negative-numbers,用語:中1,jp-chuugaku-1-seifu-no-suu
428,9,terms,sign,用語:中1,jp-chuugaku-1-seifu-no-suu
429,9,terms,absolute-value,用語:中1,jp-chuugaku-1-seifu-no-suu
430,9,terms,origin,用語:中1,jp-chuugaku-1-seifu-no-suu
431,9,terms,integer,用語:中1,jp-chuugaku-1-seifu-no-suu
432,9,terms,natural-number,用語:中1,jp-chuugaku-1-seifu-no-suu
433,9,terms,opposite,用語:中1,jp-chuugaku-1-seifu-no-suu
434,9,terms,addition,用語:中1,jp-chuugaku-1-seifu-no-suu
435,9,terms,subtraction,用語:中1,jp-chuugaku-1-seifu-no-suu
436,9,terms,multiplication,用語:中1,jp-chuugaku-1-seifu-no-suu
437,9,terms,division,用語:中1,jp-chuugaku-1-seifu-no-suu
438,9,terms,the-four-operations,用語:中1,jp-chuugaku-1-seifu-no-suu
439,9,terms,reciprocal,用語:中1,jp-chuugaku-1-seifu-no-suu
440,9,terms,power,用語:中1,jp-chuugaku-1-seifu-no-suu
441,9,terms,exponent,用語:中1,jp-chuugaku-1-seifu-no-suu
442,9,terms,square,用語:中1,jp-chuugaku-1-seifu-no-suu
443,9,terms,cube,用語:中1,jp-chuugaku-1-seifu-no-suu
444,9,terms,prime-number,用語:中1,jp-chuugaku-1-seifu-no-suu
445,9,terms,prime-factor,用語:中1,jp-chuugaku-1-seifu-no-suu
446,9,terms,commutative-property,用語:中1,jp-chuugaku-1-seifu-no-suu
447,9,terms,associative-property,用語:中1,jp-chuugaku-1-seifu-no-suu
448,9,terms,distributive-property,用語:中1,jp-chuugaku-1-seifu-no-suu
449,9,terms,term,用語:中1,jp-chuugaku-1-seifu-no-suu
450,9,terms,fraction,用語:中1,jp-chuugaku-1-seifu-no-suu
451,10,terms,decimal,用語:中1,jp-chuugaku-1-seifu-no-suu
452,10,terms,add,用語:中1,jp-chuugaku-1-seifu-no-suu
453,10,terms,subtract,用語:中1,jp-chuugaku-1-seifu-no-suu
454,10,terms,multiply,用語:中1,jp-chuugaku-1-seifu-no-suu
455,10,terms,divide,用語:中1,jp-chuugaku-1-seifu-no-suu
456,10,terms,compute,用語:中1,jp-chuugaku-1-seifu-no-suu
457,10,terms,greater-than,用語:中1,jp-chuugaku-1-seifu-no-suu
458,10,terms,less-than,用語:中1,jp-chuugaku-1-seifu-no-suu
459,10,terms,greater-than-or-equal-to,用語:中1,jp-chuugaku-1-seifu-no-suu
460,10,terms,less-than-or-equal-to,用語:中1,jp-chuugaku-1-seifu-no-suu
461,10,terms,round,用語:中1,jp-chuugaku-1-seifu-no-suu
462,10,terms,parentheses,用語:中1,jp-chuugaku-1-seifu-no-suu
463,10,terms,approximate-value,用語:中1,jp-chuugaku-1-seifu-no-suu
464,10,terms,base-of-a-power,用語:中1,jp-chuugaku-1-seifu-no-suu
465,10,terms,quartile,用語:中2,jp-chuugaku-2-data-no-katsuyou
466,10,terms,interquartile-range,用語:中2,jp-chuugaku-2-data-no-katsuyou
467,10,terms,box-plot,用語:中2,jp-chuugaku-2-data-no-katsuyou
468,10,terms,whisker,用語:中2,jp-chuugaku-2-data-no-katsuyou
469,10,terms,outlier,用語:中2,jp-chuugaku-2-data-no-katsuyou
470,10,terms,five-number-summary,用語:中2,jp-chuugaku-2-data-no-katsuyou
471,10,terms,congruent,用語:中2,jp-chuugaku-2-heikou-to-goudou
472,10,terms,proof,用語:中2,jp-chuugaku-2-heikou-to-goudou
473,10,terms,counterexample,用語:中2,jp-chuugaku-2-heikou-to-goudou
474,10,terms,hypothesis,用語:中2,jp-chuugaku-2-heikou-to-goudou
475,10,terms,prove,用語:中2,jp-chuugaku-2-heikou-to-goudou
476,10,terms,parallel-lines,用語:中2,jp-chuugaku-2-heikou-to-goudou
477,10,terms,sss-congruence,用語:中2,jp-chuugaku-2-heikou-to-goudou
478,10,terms,sas-congruence,用語:中2,jp-chuugaku-2-heikou-to-goudou
479,10,terms,asa-congruence,用語:中2,jp-chuugaku-2-heikou-to-goudou
480,10,terms,vertical-angles,用語:中2,jp-chuugaku-2-heikou-to-goudou
481,10,terms,corresponding-angles,用語:中2,jp-chuugaku-2-heikou-to-goudou
482,10,terms,alternate-interior-angles,用語:中2,jp-chuugaku-2-heikou-to-goudou
483,10,terms,same-side-interior-angles,用語:中2,jp-chuugaku-2-heikou-to-goudou
484,10,terms,interior-angle,用語:中2,jp-chuugaku-2-heikou-to-goudou
485,10,terms,exterior-angle,用語:中2,jp-chuugaku-2-heikou-to-goudou
486,10,terms,sum-of-the-interior-angles,用語:中2,jp-chuugaku-2-heikou-to-goudou
487,10,terms,sum-of-the-exterior-angles,用語:中2,jp-chuugaku-2-heikou-to-goudou
488,10,terms,angle-sum-of-a-triangle,用語:中2,jp-chuugaku-2-heikou-to-goudou
489,10,terms,acute-angle,用語:中2,jp-chuugaku-2-heikou-to-goudou
490,10,terms,right-angle,用語:中2,jp-chuugaku-2-heikou-to-goudou
491,10,terms,obtuse-angle,用語:中2,jp-chuugaku-2-heikou-to-goudou
492,10,terms,acute-triangle,用語:中2,jp-chuugaku-2-heikou-to-goudou
493,10,terms,right-triangle,用語:中2,jp-chuugaku-2-heikou-to-goudou
494,10,terms,obtuse-triangle,用語:中2,jp-chuugaku-2-heikou-to-goudou
495,10,terms,corresponding-sides,用語:中2,jp-chuugaku-2-heikou-to-goudou
496,10,terms,congruence-criteria,用語:中2,jp-chuugaku-2-heikou-to-goudou
497,10,terms,conclusion,用語:中2,jp-chuugaku-2-heikou-to-goudou
498,10,terms,theorem,用語:中2,jp-chuugaku-2-heikou-to-goudou
499,10,terms,definition,用語:中2,jp-chuugaku-2-heikou-to-goudou
500,10,terms,converse,用語:中2,jp-chuugaku-2-heikou-to-goudou
501,11,terms,auxiliary-line,用語:中2,jp-chuugaku-2-heikou-to-goudou
502,11,terms,equal,用語:中2,jp-chuugaku-2-heikou-to-goudou
503,11,terms,corresponding-angles-of-congruent-figures,用語:中2,jp-chuugaku-2-heikou-to-goudou
504,11,terms,equation-of-a-line,用語:中2,jp-chuugaku-2-ichiji-kansuu
505,11,terms,find-the-equation,用語:中2,jp-chuugaku-2-ichiji-kansuu
506,11,terms,x-intercept,用語:中2,jp-chuugaku-2-ichiji-kansuu
507,11,terms,linear-equation-in-two-variables,用語:中2,jp-chuugaku-2-ichiji-kansuu
508,11,terms,linear-function,用語:中2,jp-chuugaku-2-ichiji-kansuu
509,11,terms,slope,用語:中2,jp-chuugaku-2-ichiji-kansuu
510,11,terms,y-intercept,用語:中2,jp-chuugaku-2-ichiji-kansuu
511,11,terms,change,用語:中2,jp-chuugaku-2-ichiji-kansuu
512,11,terms,domain,用語:中2,jp-chuugaku-2-ichiji-kansuu
513,11,terms,constant-function,用語:中2,jp-chuugaku-2-ichiji-kansuu
514,11,terms,linear,用語:中2,jp-chuugaku-2-ichiji-kansuu
515,11,terms,representations-of-a-function,用語:中2,jp-chuugaku-2-ichiji-kansuu
516,11,terms,range,用語:中2,jp-chuugaku-2-ichiji-kansuu
517,11,terms,tree-diagram,用語:中2,jp-chuugaku-2-kakuritsu
518,11,terms,probability,用語:中2,jp-chuugaku-2-kakuritsu
519,11,terms,at-least-one,用語:中2,jp-chuugaku-2-kakuritsu
520,11,terms,sample-space,用語:中2,jp-chuugaku-2-kakuritsu
521,11,terms,sampling-with-replacement,用語:中2,jp-chuugaku-2-kakuritsu
522,11,terms,sampling-without-replacement,用語:中2,jp-chuugaku-2-kakuritsu
523,11,terms,complementary-event,用語:中2,jp-chuugaku-2-kakuritsu
524,11,terms,number-of-possible-outcomes,用語:中2,jp-chuugaku-2-kakuritsu
525,11,terms,equally-likely,用語:中2,jp-chuugaku-2-kakuritsu
526,11,terms,event,用語:中2,jp-chuugaku-2-kakuritsu
527,11,terms,die,用語:中2,jp-chuugaku-2-kakuritsu
528,11,terms,coin,用語:中2,jp-chuugaku-2-kakuritsu
529,11,terms,draw,用語:中2,jp-chuugaku-2-kakuritsu
530,11,terms,toss,用語:中2,jp-chuugaku-2-kakuritsu
531,11,terms,likelihood,用語:中2,jp-chuugaku-2-kakuritsu
532,11,terms,certain,用語:中2,jp-chuugaku-2-kakuritsu
533,11,terms,impossible,用語:中2,jp-chuugaku-2-kakuritsu
534,11,terms,system-of-linear-equations,用語:中2,jp-chuugaku-2-renritsu-houteishiki
535,11,terms,elimination,用語:中2,jp-chuugaku-2-renritsu-houteishiki
536,11,terms,solution-pair,用語:中2,jp-chuugaku-2-renritsu-houteishiki
537,11,terms,eliminate,用語:中2,jp-chuugaku-2-renritsu-houteishiki
538,11,terms,checking-whether-the-solution-makes-sense,用語:中2,jp-chuugaku-2-renritsu-houteishiki
539,11,terms,no-solution,用語:中2,jp-chuugaku-2-renritsu-houteishiki
540,11,terms,infinitely-many-solutions,用語:中2,jp-chuugaku-2-renritsu-houteishiki
541,11,terms,surplus-and-shortage,用語:中2,jp-chuugaku-2-renritsu-houteishiki
542,11,terms,motion-problem,用語:中2,jp-chuugaku-2-renritsu-houteishiki
543,11,terms,mixture-problem,用語:中2,jp-chuugaku-2-renritsu-houteishiki
544,11,terms,substitution-method,用語:中2,jp-chuugaku-2-renritsu-houteishiki
545,11,terms,isosceles-triangle,用語:中2,jp-chuugaku-2-sankakkei-to-shikakkei
546,11,terms,necessary-and-sufficient-condition,用語:中2,jp-chuugaku-2-sankakkei-to-shikakkei
547,11,terms,collinear,用語:中2,jp-chuugaku-2-sankakkei-to-shikakkei
548,11,terms,reflexive-property,用語:中2,jp-chuugaku-2-sankakkei-to-shikakkei
549,11,terms,base-angle,用語:中2,jp-chuugaku-2-sankakkei-to-shikakkei
550,11,terms,vertex-angle,用語:中2,jp-chuugaku-2-sankakkei-to-shikakkei
551,12,terms,equilateral-triangle,用語:中2,jp-chuugaku-2-sankakkei-to-shikakkei
552,12,terms,congruence-criteria-for-right-triangles,用語:中2,jp-chuugaku-2-sankakkei-to-shikakkei
553,12,terms,hypotenuse,用語:中2,jp-chuugaku-2-sankakkei-to-shikakkei
554,12,terms,parallelogram,用語:中2,jp-chuugaku-2-sankakkei-to-shikakkei
555,12,terms,rectangle,用語:中2,jp-chuugaku-2-sankakkei-to-shikakkei
556,12,terms,rhombus,用語:中2,jp-chuugaku-2-sankakkei-to-shikakkei
557,12,terms,trapezoid,用語:中2,jp-chuugaku-2-sankakkei-to-shikakkei
558,12,terms,diagonal,用語:中2,jp-chuugaku-2-sankakkei-to-shikakkei
559,12,terms,opposite-side,用語:中2,jp-chuugaku-2-sankakkei-to-shikakkei
560,12,terms,opposite-angle,用語:中2,jp-chuugaku-2-sankakkei-to-shikakkei
561,12,terms,conditions-for-a-parallelogram,用語:中2,jp-chuugaku-2-sankakkei-to-shikakkei
562,12,terms,area-preserving-transformation,用語:中2,jp-chuugaku-2-sankakkei-to-shikakkei
563,12,terms,midsegment-theorem,用語:中2,jp-chuugaku-2-sankakkei-to-shikakkei
564,12,terms,base-of-a-triangle,用語:中2,jp-chuugaku-2-sankakkei-to-shikakkei
565,12,terms,square-shape,用語:中2,jp-chuugaku-2-sankakkei-to-shikakkei
566,12,terms,remainder,用語:中2,jp-chuugaku-2-shiki-no-keisan
567,12,terms,solve-for,用語:中2,jp-chuugaku-2-shiki-no-keisan
568,12,terms,polynomial,用語:中2,jp-chuugaku-2-shiki-no-keisan
569,12,terms,multiple,用語:中2,jp-chuugaku-2-shiki-no-keisan
570,12,terms,common-factor,用語:中2,jp-chuugaku-2-shiki-no-keisan
571,12,terms,digit,用語:中2,jp-chuugaku-2-shiki-no-keisan
572,12,terms,place,用語:中2,jp-chuugaku-2-shiki-no-keisan
573,12,terms,divisibility,用語:中2,jp-chuugaku-2-shiki-no-keisan
574,12,terms,monomial,用語:中2,jp-chuugaku-2-shiki-no-keisan
575,12,terms,degree,用語:中2,jp-chuugaku-2-shiki-no-keisan
576,12,terms,quadratic-expression,用語:中2,jp-chuugaku-2-shiki-no-keisan
577,12,terms,distribute,用語:中2,jp-chuugaku-2-shiki-no-keisan
578,12,terms,expand,用語:中2,jp-chuugaku-2-shiki-no-keisan
579,12,terms,rearranging-an-equation,用語:中2,jp-chuugaku-2-shiki-no-keisan
580,12,terms,explain,用語:中2,jp-chuugaku-2-shiki-no-keisan
581,12,terms,even-number,用語:中2,jp-chuugaku-2-shiki-no-keisan
582,12,terms,odd-number,用語:中2,jp-chuugaku-2-shiki-no-keisan
583,12,terms,consecutive-integers,用語:中2,jp-chuugaku-2-shiki-no-keisan
584,12,terms,divisor,用語:中2,jp-chuugaku-2-shiki-no-keisan
585,12,terms,quotient,用語:中2,jp-chuugaku-2-shiki-no-keisan
586,12,terms,product,用語:中2,jp-chuugaku-2-shiki-no-keisan
587,12,terms,sum,用語:中2,jp-chuugaku-2-shiki-no-keisan
588,12,terms,difference,用語:中2,jp-chuugaku-2-shiki-no-keisan
589,12,terms,dividend,用語:中2,jp-chuugaku-2-shiki-no-keisan
590,12,terms,cancel-out,用語:中2,jp-chuugaku-2-shiki-no-keisan
591,12,terms,divisor-in-division,用語:中2,jp-chuugaku-2-shiki-no-keisan
592,12,terms,inscribed-angle,用語:中3,jp-chuugaku-3-en
593,12,terms,cyclic-quadrilateral,用語:中3,jp-chuugaku-3-en
594,12,terms,arc-length,用語:中3,jp-chuugaku-3-en
595,12,terms,tangent-chord-theorem,用語:中3,jp-chuugaku-3-en
596,12,terms,tangent-segments-are-equal,用語:中3,jp-chuugaku-3-en
597,12,terms,position-of-a-line-relative-to-a-circle,用語:中3,jp-chuugaku-3-en
598,12,terms,inscribed-angle-theorem,用語:中3,jp-chuugaku-3-en
599,12,terms,converse-of-the-inscribed-angle-theorem,用語:中3,jp-chuugaku-3-en
600,12,terms,angle-inscribed-in-a-semicircle,用語:中3,jp-chuugaku-3-en
601,13,terms,semicircle,用語:中3,jp-chuugaku-3-en
602,13,terms,congruent-arcs,用語:中3,jp-chuugaku-3-en
603,13,terms,subtended-by,用語:中3,jp-chuugaku-3-en
604,13,terms,concyclic,用語:中3,jp-chuugaku-3-en
605,13,terms,repeating-decimal,用語:中3,jp-chuugaku-3-heihoukon
606,13,terms,simplify-radicals,用語:中3,jp-chuugaku-3-heihoukon
607,13,terms,square-root-of-a-number,用語:中3,jp-chuugaku-3-heihoukon
608,13,terms,radical-sign,用語:中3,jp-chuugaku-3-heihoukon
609,13,terms,rational-number,用語:中3,jp-chuugaku-3-heihoukon
610,13,terms,irrational-number,用語:中3,jp-chuugaku-3-heihoukon
611,13,terms,terminating-decimal,用語:中3,jp-chuugaku-3-heihoukon
612,13,terms,non-terminating-decimal,用語:中3,jp-chuugaku-3-heihoukon
613,13,terms,error,用語:中3,jp-chuugaku-3-heihoukon
614,13,terms,significant-figures,用語:中3,jp-chuugaku-3-heihoukon
615,13,terms,rationalizing-the-denominator,用語:中3,jp-chuugaku-3-heihoukon
616,13,terms,principal-square-root,用語:中3,jp-chuugaku-3-heihoukon
617,13,terms,measurement,用語:中3,jp-chuugaku-3-heihoukon
618,13,terms,radical-expression,用語:中3,jp-chuugaku-3-heihoukon
619,13,terms,bound-estimate,用語:中3,jp-chuugaku-3-heihoukon
620,13,terms,sample-survey,用語:中3,jp-chuugaku-3-hyouhon-chousa
621,13,terms,census,用語:中3,jp-chuugaku-3-hyouhon-chousa
622,13,terms,population,用語:中3,jp-chuugaku-3-hyouhon-chousa
623,13,terms,sample,用語:中3,jp-chuugaku-3-hyouhon-chousa
624,13,terms,sample-size,用語:中3,jp-chuugaku-3-hyouhon-chousa
625,13,terms,select-at-random,用語:中3,jp-chuugaku-3-hyouhon-chousa
626,13,terms,random-number,用語:中3,jp-chuugaku-3-hyouhon-chousa
627,13,terms,random-number-table,用語:中3,jp-chuugaku-3-hyouhon-chousa
628,13,terms,sample-mean,用語:中3,jp-chuugaku-3-hyouhon-chousa
629,13,terms,population-mean,用語:中3,jp-chuugaku-3-hyouhon-chousa
630,13,terms,unbiased,用語:中3,jp-chuugaku-3-hyouhon-chousa
631,13,terms,sampling,用語:中3,jp-chuugaku-3-hyouhon-chousa
632,13,terms,random-sampling,用語:中3,jp-chuugaku-3-hyouhon-chousa
633,13,terms,survey,用語:中3,jp-chuugaku-3-hyouhon-chousa
634,13,terms,estimation,用語:中3,jp-chuugaku-3-hyouhon-chousa
635,13,terms,axis-of-symmetry,用語:中3,jp-chuugaku-3-kansuu-y-ax2
636,13,terms,opens-upward,用語:中3,jp-chuugaku-3-kansuu-y-ax2
637,13,terms,opens-downward,用語:中3,jp-chuugaku-3-kansuu-y-ax2
638,13,terms,stretch-vertically,用語:中3,jp-chuugaku-3-kansuu-y-ax2
639,13,terms,quadratic-function,用語:中3,jp-chuugaku-3-kansuu-y-ax2
640,13,terms,parabola,用語:中3,jp-chuugaku-3-kansuu-y-ax2
641,13,terms,projectile-motion,用語:中3,jp-chuugaku-3-kansuu-y-ax2
642,13,terms,quadratic-formula,用語:中3,jp-chuugaku-3-niji-houteishiki
643,13,terms,completing-the-square,用語:中3,jp-chuugaku-3-niji-houteishiki
644,13,terms,quadratic-equation,用語:中3,jp-chuugaku-3-niji-houteishiki
645,13,terms,solving-by-factoring,用語:中3,jp-chuugaku-3-niji-houteishiki
646,13,terms,solving-by-taking-square-roots,用語:中3,jp-chuugaku-3-niji-houteishiki
647,13,terms,double-root,用語:中3,jp-chuugaku-3-niji-houteishiki
648,13,terms,zero-product-property,用語:中3,jp-chuugaku-3-niji-houteishiki
649,13,terms,pythagorean-theorem,用語:中3,jp-chuugaku-3-sanpeihou
650,13,terms,converse-of-the-pythagorean-theorem,用語:中3,jp-chuugaku-3-sanpeihou
651,14,terms,legs,用語:中3,jp-chuugaku-3-sanpeihou
652,14,terms,special-right-triangles,用語:中3,jp-chuugaku-3-sanpeihou
653,14,terms,45-45-90-triangle,用語:中3,jp-chuugaku-3-sanpeihou
654,14,terms,30-60-90-triangle,用語:中3,jp-chuugaku-3-sanpeihou
655,14,terms,distance-formula,用語:中3,jp-chuugaku-3-sanpeihou
656,14,terms,pythagorean-triple,用語:中3,jp-chuugaku-3-sanpeihou
657,14,terms,shortest-distance,用語:中3,jp-chuugaku-3-sanpeihou
658,14,terms,space-diagonal,用語:中3,jp-chuugaku-3-sanpeihou
659,14,terms,angle-bisector-theorem,用語:中3,jp-chuugaku-3-souji
660,14,terms,ratio-of-areas-of-similar-figures,用語:中3,jp-chuugaku-3-souji
661,14,terms,scale-factor,用語:中3,jp-chuugaku-3-souji
662,14,terms,similar-triangles,用語:中3,jp-chuugaku-3-souji
663,14,terms,dilation,用語:中3,jp-chuugaku-3-souji
664,14,terms,aa-similarity,用語:中3,jp-chuugaku-3-souji
665,14,terms,triangle-proportionality-theorem,用語:中3,jp-chuugaku-3-souji
666,14,terms,indirect-measurement,用語:中3,jp-chuugaku-3-souji
667,14,terms,similarity-criteria,用語:中3,jp-chuugaku-3-souji
668,14,terms,center-of-dilation,用語:中3,jp-chuugaku-3-souji
669,14,terms,scale-drawing,用語:中3,jp-chuugaku-3-souji
670,14,terms,ratio-of-volumes-of-similar-solids,用語:中3,jp-chuugaku-3-souji
671,14,terms,scale,用語:中3,jp-chuugaku-3-souji
672,14,terms,similar,用語:中3,jp-chuugaku-3-souji
673,14,terms,expansion,用語:中3,jp-chuugaku-3-tenkai-insuubunkai
674,14,terms,write-in-descending-order,用語:中3,jp-chuugaku-3-tenkai-insuubunkai
675,14,terms,factoring,用語:中3,jp-chuugaku-3-tenkai-insuubunkai
676,14,terms,special-products,用語:中3,jp-chuugaku-3-tenkai-insuubunkai
677,14,terms,factor,用語:中3,jp-chuugaku-3-tenkai-insuubunkai
678,14,terms,square-of-a-binomial,用語:中3,jp-chuugaku-3-tenkai-insuubunkai
679,14,terms,difference-of-squares,用語:中3,jp-chuugaku-3-tenkai-insuubunkai
680,14,terms,cross-method,用語:中3,jp-chuugaku-3-tenkai-insuubunkai
681,14,terms,perfect-square-trinomial,用語:中3,jp-chuugaku-3-tenkai-insuubunkai
682,14,terms,binomial,用語:中3,jp-chuugaku-3-tenkai-insuubunkai
683,14,terms,trinomial,用語:中3,jp-chuugaku-3-tenkai-insuubunkai
684,14,terms,leading-term,用語:中3,jp-chuugaku-3-tenkai-insuubunkai
685,14,terms,leading-coefficient,用語:中3,jp-chuugaku-3-tenkai-insuubunkai
686,14,terms,ascending-order,用語:中3,jp-chuugaku-3-tenkai-insuubunkai
687,14,terms,factoring-by-grouping,用語:中3,jp-chuugaku-3-tenkai-insuubunkai
688,14,terms,quartile-deviation,用語:数学I,jp-suugaku-1-data-no-bunseki
689,14,terms,variance,用語:数学I,jp-suugaku-1-data-no-bunseki
690,14,terms,standard-deviation,用語:数学I,jp-suugaku-1-data-no-bunseki
691,14,terms,deviation,用語:数学I,jp-suugaku-1-data-no-bunseki
692,14,terms,scatter-plot,用語:数学I,jp-suugaku-1-data-no-bunseki
693,14,terms,correlation,用語:数学I,jp-suugaku-1-data-no-bunseki
694,14,terms,positive-correlation,用語:数学I,jp-suugaku-1-data-no-bunseki
695,14,terms,negative-correlation,用語:数学I,jp-suugaku-1-data-no-bunseki
696,14,terms,correlation-coefficient,用語:数学I,jp-suugaku-1-data-no-bunseki
697,14,terms,covariance,用語:数学I,jp-suugaku-1-data-no-bunseki
698,14,terms,hypothesis-testing,用語:数学I,jp-suugaku-1-data-no-bunseki
699,14,terms,null-hypothesis,用語:数学I,jp-suugaku-1-data-no-bunseki
700,14,terms,alternative-hypothesis,用語:数学I,jp-suugaku-1-data-no-bunseki
701,15,terms,reject,用語:数学I,jp-suugaku-1-data-no-bunseki
702,15,terms,significance-level,用語:数学I,jp-suugaku-1-data-no-bunseki
703,15,terms,transformation-of-a-variable,用語:数学I,jp-suugaku-1-data-no-bunseki
704,15,terms,is-biased,用語:数学I,jp-suugaku-1-data-no-bunseki
705,15,terms,causation,用語:数学I,jp-suugaku-1-data-no-bunseki
706,15,terms,statistical-hypothesis,用語:数学I,jp-suugaku-1-data-no-bunseki
707,15,terms,statistical-variable,用語:数学I,jp-suugaku-1-data-no-bunseki
708,15,terms,absolute-value-equation,用語:数学I,jp-suugaku-1-kazu-to-shiki
709,15,terms,real-number,用語:数学I,jp-suugaku-1-kazu-to-shiki
710,15,terms,nested-radical,用語:数学I,jp-suugaku-1-kazu-to-shiki
711,15,terms,symmetric-expression,用語:数学I,jp-suugaku-1-kazu-to-shiki
