id,ja,ja_alt,en,en_alt,en_variants,pos,unit,domain,level_jp,level_us,mapping,source,wiki_ja,wiki_en,wikidata,ja_basis,ja_check,flag,note
ratio-of-corresponding-sides,対応する辺の比,,ratio of corresponding sides,,,noun,jp-chuugaku-3-souji,geometry,中3,Geometry|Integrated Math 2,exact,editorial,,,,editorial,—,,
set-up-a-proportion,比例式を作る,,set up a proportion,,,phrase,jp-chuugaku-3-souji,geometry,中3,Geometry|Integrated Math 2,exact,editorial,,,,editorial,—,,
is-similar-to,相似である,,is similar to,,,phrase,jp-chuugaku-3-souji,geometry,中3,Geometry|Integrated Math 2,exact,editorial,,,,editorial,—,wiki-disambig,
use-similar-triangles,相似を利用する,,use similar triangles,,,phrase,jp-chuugaku-3-souji,geometry,中3,Geometry|Integrated Math 2,exact,editorial,,,,editorial,—,,
enlarge,拡大する,,enlarge,,,verb,jp-chuugaku-3-souji,geometry,中3,Geometry|Integrated Math 2,near,editorial,,,,editorial,—,wiki-disambig,dilate / scale up
shrink,縮小する,,shrink,,,verb,jp-chuugaku-3-souji,geometry,中3,Geometry|Integrated Math 2,near,editorial,,,,editorial,—,,dilate / scale down
the-ratios-are-equal,比が等しい,,the ratios are equal,,,phrase,jp-chuugaku-3-souji,geometry,中3,Geometry|Integrated Math 2,exact,editorial,,,,editorial,—,,
measure-the-height,高さを測る,,measure the height,,,phrase,jp-chuugaku-3-souji,geometry,中3,Geometry|Integrated Math 2,exact,editorial,,,,editorial,—,,
scale,縮尺,,scale,,,noun,jp-chuugaku-3-souji,geometry,中3,Geometry|Integrated Math 2,exact,editorial,,,,editorial,—,wiki-rejected,wiki 除外（数学カテゴリ外）: 縮尺 → Scale (map)。「縮尺」は数学カテゴリ配下にない
inscribed-angle,円周角,内接角,inscribed angle,,,noun,jp-chuugaku-3-en|us-geometry-circles,geometry,中3,Geometry|Integrated Math 2,exact,wikipedia-langlink,円周角,Inscribed angle,Q915985,mext,ok,merged,円周角
inscribed-angle-theorem,円周角の定理,,inscribed angle theorem,,,noun,jp-chuugaku-3-en,geometry,中3,Geometry|Integrated Math 2,exact,wikipedia-langlink,円周角,Inscribed angle,Q915985,mext,ok,,
inscribed-angle-subtending-an-arc,弧に対する円周角,,inscribed angle subtending an arc,,,noun,jp-chuugaku-3-en,geometry,中3,Geometry|Integrated Math 2,near,editorial,,,,editorial,—,,angle that intercepts the arc
converse-of-the-inscribed-angle-theorem,円周角の定理の逆,,converse of the inscribed angle theorem,,,noun,jp-chuugaku-3-en,geometry,中3,Geometry|Integrated Math 2,exact,editorial,,,,mext,ok,,
tangent-and-chord,接線と弦,,tangent and chord,,,noun,jp-chuugaku-3-en,geometry,中3,Geometry|Integrated Math 2,exact,editorial,,,,editorial,—,,
angle-inscribed-in-a-semicircle,直径に対する円周角,,angle inscribed in a semicircle,,,noun,jp-chuugaku-3-en,geometry,中3,Geometry|Integrated Math 2,near,editorial,,,,editorial,—,,Thales' theorem
length-of-a-tangent,接線の長さ,,length of a tangent,,,noun,jp-chuugaku-3-en,geometry,中3,Geometry|Integrated Math 2,exact,editorial,,,,editorial,—,,
cyclic-quadrilateral,円に内接する四角形,,cyclic quadrilateral,,,noun,jp-chuugaku-3-en,geometry,中3,Geometry|Integrated Math 2,near,wikipedia-langlink,円に内接する四角形,Cyclic quadrilateral,Q692086,wikipedia,ok,,inscribed quadrilateral。日本は数A
arc-length,弧の長さ,扇形の弧長,arc length,,,noun,jp-chuugaku-3-en|us-geometry-circles,geometry,中3,Geometry|Integrated Math 2,exact,textbook,,,,mext,ok,merged,
semicircle,半円,,semicircle,,,noun,jp-chuugaku-3-en,geometry,中3,Geometry|Integrated Math 2,exact,wikipedia-langlink,半円,Semicircle,Q1133242,wikipedia,ok,,
circle-and-line,円と直線,,circle and line,,,noun,jp-chuugaku-3-en,geometry,中3,Geometry|Integrated Math 2,exact,editorial,,,,editorial,—,,
perpendicular-to-the-radius,半径に垂直,,perpendicular to the radius,,,phrase,jp-chuugaku-3-en,geometry,中3,Geometry|Integrated Math 2,exact,editorial,,,,mext,ok,,
congruent-arcs,等しい弧,,congruent arcs,,,noun,jp-chuugaku-3-en,geometry,中3,Geometry|Integrated Math 2,exact,editorial,,,,editorial,—,,
lie-on-the-circle,円周上にある,,lie on the circle,,,phrase,jp-chuugaku-3-en,geometry,中3,Geometry|Integrated Math 2,exact,editorial,,,,editorial,—,,
four-points-are-concyclic,4 点が同一円周上にある,,four points are concyclic,,,phrase,jp-chuugaku-3-en,geometry,中3,Geometry|Integrated Math 2,near,editorial,,,,editorial,—,,lie on the same circle
the-inscribed-angle-is-half-the-central-angle,円周角は中心角の半分,,the inscribed angle is half the central angle,,,phrase,jp-chuugaku-3-en,geometry,中3,Geometry|Integrated Math 2,exact,editorial,,,,editorial,—,,
subtended-by,弧に対する,,subtended by,,,phrase,jp-chuugaku-3-en,geometry,中3,Geometry|Integrated Math 2,near,editorial,,,,editorial,—,,intercepted by
draw-a-tangent,接線を引く,,draw a tangent,draw the tangent line [suugaku-2-bibun-no-kangae],,phrase,jp-chuugaku-3-en,geometry,中3,Geometry|Integrated Math 2,exact,editorial,,,,editorial,—,ja-merged,
draw-a-circle,円を描く,,draw a circle,,,phrase,jp-chuugaku-3-en,geometry,中3,Geometry|Integrated Math 2,exact,editorial,,,,editorial,—,wiki-redirect wiki-rejected,wiki 除外（数学カテゴリ外）: 意外にマンゴー → Igai ni Mango。Igai ni Mango（楽曲）
pythagorean-theorem,三平方の定理,ピタゴラスの定理,Pythagorean theorem,,,noun,jp-chuugaku-3-sanpeihou,geometry,中3,Geometry|Integrated Math 2,exact,wikipedia-langlink,ピタゴラスの定理,Pythagorean theorem,Q11518,mext,ok,merged,同じ語。ja.alt へ
converse-of-the-pythagorean-theorem,三平方の定理の逆,,converse of the Pythagorean theorem,,,noun,jp-chuugaku-3-sanpeihou,geometry,中3,Geometry|Integrated Math 2,exact,editorial,,,,editorial,—,,
legs,直角をはさむ辺,,legs,,,noun,jp-chuugaku-3-sanpeihou,geometry,中3,Geometry|Integrated Math 2,near,editorial,,,,editorial,—,,leg は「直角をはさむ 2 辺」
special-right-triangles,特別な直角三角形,,special right triangles,,,noun,jp-chuugaku-3-sanpeihou,geometry,中3,Geometry|Integrated Math 2,exact,editorial,,,,editorial,—,,
45-45-90-triangle,45-45-90 の三角形,,45-45-90 triangle,,,noun,jp-chuugaku-3-sanpeihou,geometry,中3,Geometry|Integrated Math 2,exact,editorial,,,,editorial,—,,
30-60-90-triangle,30-60-90 の三角形,,30-60-90 triangle,,,noun,jp-chuugaku-3-sanpeihou,geometry,中3,Geometry|Integrated Math 2,exact,editorial,,,,editorial,—,,
distance-between-two-points,2 点間の距離,,distance between two points,,,noun,jp-chuugaku-3-sanpeihou,geometry,中3,Geometry|Integrated Math 2,exact,editorial,,,,editorial,—,,
distance-formula,距離の公式,,distance formula,,,noun,jp-chuugaku-3-sanpeihou,geometry,中3,Geometry|Integrated Math 2,exact,editorial,,,,editorial,—,,
length-of-a-diagonal,対角線の長さ,,length of a diagonal,,,noun,jp-chuugaku-3-sanpeihou,geometry,中3,Geometry|Integrated Math 2,exact,editorial,,,,editorial,—,,
distance-in-three-dimensions,空間内の 2 点間の距離,,distance in three dimensions,,,noun,jp-chuugaku-3-sanpeihou,geometry,中3,Geometry|Integrated Math 2,exact,editorial,,,,editorial,—,,
use-the-pythagorean-theorem,三平方の定理を使う,,use the Pythagorean theorem,,,phrase,jp-chuugaku-3-sanpeihou,geometry,中3,Geometry|Integrated Math 2,exact,editorial,,,,editorial,—,,
find-the-length-of-the-side,辺の長さを求める,,find the length of the side,,,phrase,jp-chuugaku-3-sanpeihou,geometry,中3,Geometry|Integrated Math 2,exact,editorial,,,,editorial,—,,
pythagorean-triple,ピタゴラス数,,Pythagorean triple,,,noun,jp-chuugaku-3-sanpeihou,geometry,中3,Geometry|Integrated Math 2,exact,wikipedia-langlink,ピタゴラス数,Pythagorean triple,Q208225,wikipedia,ok,,
forms-a-right-triangle,直角三角形になる,,forms a right triangle,,,phrase,jp-chuugaku-3-sanpeihou,geometry,中3,Geometry|Integrated Math 2,exact,editorial,,,,editorial,—,,
square-and-add,平方して足す,,square and add,,,phrase,jp-chuugaku-3-sanpeihou,geometry,中3,Geometry|Integrated Math 2,exact,editorial,,,,editorial,—,,
shortest-distance,最短距離,,shortest distance,,,noun,jp-chuugaku-3-sanpeihou,geometry,中3,Geometry|Integrated Math 2,exact,editorial,,,,editorial,—,,
space-diagonal,立体の対角線,,space diagonal,,,noun,jp-chuugaku-3-sanpeihou,geometry,中3,Geometry|Integrated Math 2,exact,editorial,,,,editorial,—,,
find-the-height,高さを求める,,find the height,,,phrase,jp-chuugaku-3-sanpeihou,geometry,中3,Geometry|Integrated Math 2,exact,editorial,,,,editorial,—,,
sample-survey,標本調査,,sample survey,,,noun,jp-chuugaku-3-hyouhon-chousa,statistics,中3,Algebra 1,near,wikidata,標本調査,,Q49908,mext,ok,,sampling
census,全数調査,,census,,,noun,jp-chuugaku-3-hyouhon-chousa,statistics,中3,Algebra 1,exact,editorial,標本調査,,Q49908,mext,ok,wiki-redirect,
population,母集団,,population,,,noun,jp-chuugaku-3-hyouhon-chousa,statistics,中3,Algebra 1,exact,wikipedia-langlink,母集団,Statistical population,Q49918,mext,ok,,
sample,標本,,sample,,,noun,jp-chuugaku-3-hyouhon-chousa,statistics,中3,Algebra 1,exact,wikipedia-langlink,標本 (統計学),Sample (statistics),Q49906,mext,ok,,
sample-size,標本の大きさ,,sample size,,,noun,jp-chuugaku-3-hyouhon-chousa,statistics,中3,Algebra 1,exact,editorial,,,,editorial,—,,
select-at-random,無作為に抽出する,,select at random,,,phrase,jp-chuugaku-3-hyouhon-chousa,statistics,中3,Algebra 1,near,editorial,,,,editorial,—,,random sampling
random-number,乱数,,random number,,,noun,jp-chuugaku-3-hyouhon-chousa,statistics,中3,Algebra 1,exact,wikipedia-langlink,乱数列,Random number,Q1823781,wikipedia,ok,,
random-number-table,乱数表,,random number table,,,noun,jp-chuugaku-3-hyouhon-chousa,statistics,中3,Algebra 1,exact,wikidata,乱数表,,Q2835012,wikipedia,ok,,
sample-mean,標本平均,,sample mean,,,noun,jp-chuugaku-3-hyouhon-chousa,statistics,中3,Algebra 1,exact,wikidata,標本平均・標本共分散,Sample mean and covariance,Q2348165,wikipedia,ok,,
population-mean,母平均,母集団の平均,population mean,,,noun,jp-chuugaku-3-hyouhon-chousa|jp-suugaku-b-toukei-teki-na-suisoku,statistics,中3|数B,Algebra 1|AP Statistics|Intro Statistics,exact,editorial,,,,editorial,—,wiki-redirect merged,
unbiased,かたよりのない,,unbiased,,,adjective,jp-chuugaku-3-hyouhon-chousa,statistics,中3,Algebra 1,exact,editorial,,,,editorial,—,,
sampling,標本抽出,,sampling,,,noun,jp-chuugaku-3-hyouhon-chousa,statistics,中3,Algebra 1,exact,editorial,,,,editorial,—,,
random-sampling,無作為抽出,,random sampling,,,noun,jp-chuugaku-3-hyouhon-chousa,statistics,中3,Algebra 1,exact,wikipedia-langlink,無作為抽出,Simple random sample,Q1056998,wikipedia,ok,,
survey,調査する,,survey,,,verb,jp-chuugaku-3-hyouhon-chousa,statistics,中3,Algebra 1,exact,editorial,,,,editorial,—,wiki-rejected,wiki 除外（数学カテゴリ外）: 調査 → (en なし)。「調査」は数学カテゴリ配下にない
write-in-descending-order,降べきの順に整理する,,write in descending order,,,phrase,jp-suugaku-1-kazu-to-shiki,algebra,数I,Algebra 1|Algebra 2,near,editorial,,,,editorial,—,,in standard form
real-number,実数,,real number,,,noun,jp-suugaku-1-kazu-to-shiki,algebra,数I,Algebra 1|Algebra 2,exact,wikipedia-langlink,実数,Real number,Q12916,mext,ok,,
nested-radical,二重根号,,nested radical,,,noun,jp-suugaku-1-kazu-to-shiki,algebra,数I,Algebra 1|Algebra 2,near,editorial,,,,editorial,—,,米国の高校ではまず扱わない。denesting
symmetric-expression,対称式,,symmetric expression,,,noun,jp-suugaku-1-kazu-to-shiki,algebra,数I,Algebra 1|Algebra 2,near,wikidata,対称式,,Q930499,wikipedia,ok,,米国の高校では名前を付けない。symmetric polynomial
elementary-symmetric-polynomial,基本対称式,,elementary symmetric polynomial,,,noun,jp-suugaku-1-kazu-to-shiki,algebra,数I,Algebra 1|Algebra 2,near,editorial,,,,editorial,—,wiki-rejected,同上 ／ wiki 除外（英語照合不一致: 別の記事）: 対称式 → Symmetric polynomial ／ en.term → Elementary symmetric polynomial
alternating-expression,交代式,,alternating expression,,,noun,jp-suugaku-1-kazu-to-shiki,algebra,数I,Algebra 1|Algebra 2,none,wikidata,交代式,,Q4736415,wikipedia,ok,,米国の高校では扱わない
linear-inequality,一次不等式,,linear inequality,,,noun,jp-suugaku-1-kazu-to-shiki,algebra,数I,Algebra 1|Algebra 2,exact,wikipedia-langlink,不等式,Inequality (mathematics),Q28113351,mext,ok,,
properties-of-inequalities,不等式の性質,,properties of inequalities,,,noun,jp-suugaku-1-kazu-to-shiki,algebra,数I,Algebra 1|Algebra 2,exact,editorial,,,,mext,ok,,
system-of-inequalities,連立不等式,,system of inequalities,,,noun,jp-suugaku-1-kazu-to-shiki,algebra,数I,Algebra 1|Algebra 2,near,editorial,,,,editorial,—,,compound inequality（and / or）とも
absolute-value-equation,絶対値を含む方程式,絶対値方程式,absolute value equation,,,noun,jp-suugaku-1-kazu-to-shiki|us-precalculus-functions,algebra|functions,数I,Algebra 1|Algebra 2|Precalculus,exact,textbook,,,,editorial,—,merged,
absolute-value-inequality,絶対値を含む不等式,,absolute value inequality,,,noun,jp-suugaku-1-kazu-to-shiki,algebra,数I,Algebra 1|Algebra 2,exact,editorial,,,,editorial,—,,
the-inequality-sign-flips,不等号の向きが変わる,,the inequality sign flips,,,phrase,jp-suugaku-1-kazu-to-shiki,algebra,数I,Algebra 1|Algebra 2,near,editorial,,,,editorial,—,,reverse the inequality
solution-set,解の範囲,解集合,solution set,,,noun,jp-suugaku-1-kazu-to-shiki|us-algebra-1-linear-equations,algebra,数I,Algebra 1|Algebra 2,exact,textbook,,,,editorial,—,merged,
graph-on-a-number-line,数直線上に図示する,,graph on a number line,,,phrase,jp-suugaku-1-kazu-to-shiki,algebra,数I,Algebra 1|Algebra 2,exact,editorial,,,,editorial,—,,
intersection-of-the-solution-sets,共通範囲,,intersection of the solution sets,,,noun,jp-suugaku-1-kazu-to-shiki,algebra,数I,Algebra 1|Algebra 2,near,editorial,,,,editorial,—,,the overlap / where both are true
case-analysis,場合分け,,case analysis,,,noun,jp-suugaku-1-kazu-to-shiki,algebra,数I,Algebra 1|Algebra 2,near,editorial,,,,editorial,—,,「場合分けする」は split into cases / consider cases
split-into-cases,場合分けする,,split into cases,,,phrase,jp-suugaku-1-kazu-to-shiki,algebra,数I,Algebra 1|Algebra 2,near,editorial,,,,editorial,—,,consider two cases
integer-part,整数部分,,integer part,,,noun,jp-suugaku-1-kazu-to-shiki,algebra,数I,Algebra 1|Algebra 2,near,editorial,床関数と天井関数,Floor and ceiling functions,Q215193,wikipedia,ok,wiki-redirect,floor / greatest integer
fractional-part,小数部分,,fractional part,,,noun,jp-suugaku-1-kazu-to-shiki,algebra,数I,Algebra 1|Algebra 2,exact,wikidata,小数部分,,Q2366982,wikipedia,ok,,
floor-function,ガウス記号,床関数,floor function,,,noun,jp-suugaku-1-kazu-to-shiki|us-discrete-math-sets-and-functions,algebra|set-theory,数I,Algebra 1|Algebra 2|Discrete Math,near,wikipedia-langlink,床関数と天井関数,Floor and ceiling functions,Q215193,wikipedia,ok,wiki-redirect merged,米国では [x] より ⌊x⌋ を使う
expand-and-simplify,展開して整理する,,expand and simplify,,,phrase,jp-suugaku-1-kazu-to-shiki,algebra,数I,Algebra 1|Algebra 2,exact,editorial,,,,editorial,—,,
arrange-by-the-variable-of-lowest-degree,最低次の文字について整理する,,arrange by the variable of lowest degree,,,phrase,jp-suugaku-1-kazu-to-shiki,algebra,数I,Algebra 1|Algebra 2,near,editorial,,,,editorial,—,,日本の因数分解の技法。米国では factor by grouping
evaluate-the-expression,式の値を求める,,evaluate the expression,,,phrase,jp-suugaku-1-kazu-to-shiki,algebra,数I,Algebra 1|Algebra 2,exact,editorial,,,,editorial,—,,
simplify-the-radical-expression,平方根を含む式を簡単にする,,simplify the radical expression,,,phrase,jp-suugaku-1-kazu-to-shiki,algebra,数I,Algebra 1|Algebra 2,exact,editorial,,,,editorial,—,,
solve-the-inequality,不等式を解く,,solve the inequality,,,phrase,jp-suugaku-1-kazu-to-shiki,algebra,数I,Algebra 1|Algebra 2,exact,editorial,,,,mext,ok,,
divide-both-sides-by-a-negative-number,両辺を負の数で割る,,divide both sides by a negative number,,,phrase,jp-suugaku-1-kazu-to-shiki,algebra,数I,Algebra 1|Algebra 2,exact,editorial,,,,editorial,—,,
the-values-of-x-that-satisfy,〜を満たす x の範囲,,the values of x that satisfy,,,phrase,jp-suugaku-1-kazu-to-shiki,algebra,数I,Algebra 1|Algebra 2,exact,editorial,,,,editorial,—,,
any,任意の,,any,,,adjective,jp-suugaku-1-kazu-to-shiki,algebra,数I,Algebra 1|Algebra 2,near,editorial,,,,editorial,—,wiki-nonmath wiki-rejected,for any / for all / arbitrary ／ wiki 除外（英語照合不一致: en.term は曖昧さ回避）: 任意 → Arbitrariness ／ en.term → Any
at-least-one,少なくとも 1 つ,,at least one,,,phrase,jp-suugaku-1-kazu-to-shiki,algebra,数I,Algebra 1|Algebra 2,exact,editorial,,,,editorial,—,,
exist,存在する,,exist,,,verb,jp-suugaku-1-kazu-to-shiki,algebra,数I,Algebra 1|Algebra 2,near,editorial,,,,editorial,—,wiki-rejected,there exists / there is ／ wiki 除外（数学カテゴリ外）: 存在 → Existence。「存在」は数学カテゴリ配下にない
all,すべての,,all,,,adjective,jp-suugaku-1-kazu-to-shiki,algebra,数I,Algebra 1|Algebra 2,near,editorial,,,,editorial,—,,for all / every
where,ただし,,where,,,phrase,jp-suugaku-1-kazu-to-shiki,algebra,数I,Algebra 1|Algebra 2,near,editorial,,,,editorial,—,,「ただし a>0」は where a > 0
and,かつ,,and,,,phrase,jp-suugaku-1-kazu-to-shiki,algebra,数I,Algebra 1|Algebra 2,exact,editorial,,,,editorial,—,wiki-disambig,
or,または,,or,,,phrase,jp-suugaku-1-kazu-to-shiki,algebra,数I,Algebra 1|Algebra 2,exact,editorial,,,,editorial,—,wiki-rejected,wiki 除外（英語照合不一致: en.term は曖昧さ回避）: 論理和 → Logical disjunction ／ en.term → Or
set,集合,,set,,,noun,jp-suugaku-1-shuugou-to-meidai,logic,数I,Geometry|Discrete Math,exact,wikipedia-langlink,集合,Set (mathematics),Q36161,mext,ok,,
element,要素,元,element,,,noun,jp-suugaku-1-shuugou-to-meidai,logic,数I,Geometry|Discrete Math,exact,wikipedia-langlink,元 (数学),Element of a set,Q379825,mext,ok,wiki-disambig merged,同じ語
subset,部分集合,,subset,,,noun,jp-suugaku-1-shuugou-to-meidai,logic,数I,Geometry|Discrete Math,exact,wikipedia-langlink,部分集合,Subset,Q177646,wikipedia,ok,,
empty-set,空集合,,empty set,,,noun,jp-suugaku-1-shuugou-to-meidai,logic,数I,Geometry|Discrete Math,exact,wikidata,空集合,,Q226183,wikipedia,ok,,
universal-set,全体集合,,universal set,,,noun,jp-suugaku-1-shuugou-to-meidai,logic,数I,Geometry|Discrete Math,exact,editorial,,,,editorial,—,wiki-rejected,wiki 除外（英語照合不一致: 別の記事）: 集合 → Set (mathematics) ／ en.term → Universal set
complement,補集合,,complement,,,noun,jp-suugaku-1-shuugou-to-meidai,logic,数I,Geometry|Discrete Math,exact,editorial,,,,editorial,—,wiki-rejected,wiki 除外（英語照合不一致: en.term は曖昧さ回避）: 差集合 → Complement (set theory) ／ en.term → Complement
union,和集合,,union,,,noun,jp-suugaku-1-shuugou-to-meidai,logic,数I,Geometry|Discrete Math,exact,wikipedia-langlink,和集合,Union (set theory),Q185359,wikipedia,ok,,
de-morgans-laws,ド・モルガンの法則,,De Morgan's laws,,,noun,jp-suugaku-1-shuugou-to-meidai,logic,数I,Geometry|Discrete Math,exact,wikipedia-langlink,ド・モルガンの法則,De Morgan's laws,Q173300,wikipedia,ok,,
belong-to,属する,,belong to,,,phrase,jp-suugaku-1-shuugou-to-meidai,logic,数I,Geometry|Discrete Math,near,editorial,,,,mext,ok,,is an element of / is in
contain,含む,,contain,,,verb,jp-suugaku-1-shuugou-to-meidai,logic,数I,Geometry|Discrete Math,exact,editorial,,,,mext,ok,,
proposition,命題,,statement,proposition,,noun,jp-suugaku-1-shuugou-to-meidai,logic,数I,Geometry|Discrete Math,near,wikipedia-langlink,命題,Proposition,Q108163,mext,ok,reviewed-30,米国の高校では statement。proposition は大学の論理学
true,真,,true,,,adjective,jp-suugaku-1-shuugou-to-meidai,logic,数I,Geometry|Discrete Math,exact,editorial,,,,editorial,—,wiki-disambig,
false,偽,,false,,,adjective,jp-suugaku-1-shuugou-to-meidai,logic,数I,Geometry|Discrete Math,exact,editorial,,,,editorial,—,wiki-rejected,wiki 除外（英語照合不一致: en.term は曖昧さ回避）: 真理値 → Truth value ／ en.term → False
truth-value,真偽,,truth value,,,noun,jp-suugaku-1-shuugou-to-meidai,logic,数I,Geometry|Discrete Math,exact,editorial,,,,editorial,—,wiki-rejected,wiki 除外（数学カテゴリ外）: 真偽 → (en なし)。「真偽」は数学カテゴリ配下にない
condition,条件,,condition,,,noun,jp-suugaku-1-shuugou-to-meidai,logic,数I,Geometry|Discrete Math,exact,editorial,,,,mext,ok,wiki-rejected,wiki 除外（数学カテゴリ外）: 条件 → (en なし)。「条件」は数学カテゴリ配下にない
inverse,裏,仮定の裏,inverse,,,noun,jp-suugaku-1-shuugou-to-meidai|us-geometry-reasoning-and-proof,logic|proof,数I,Geometry|Discrete Math,exact,editorial,,,,editorial,—,merged wiki-rejected,「裏」 ／ wiki 除外（英語照合不一致: en.term は曖昧さ回避）: 裏 (論理学) → Inverse (logic) ／ en.term → Inverse
contrapositive,対偶,,contrapositive,,,noun,jp-suugaku-1-shuugou-to-meidai,logic,数I,Geometry|Discrete Math,exact,wikipedia-langlink,対偶 (論理学),Contraposition,Q1077442,wikipedia,ok,,
negation,否定,,negation,,,noun,jp-suugaku-1-shuugou-to-meidai,logic,数I,Geometry|Discrete Math,exact,wikipedia-langlink,否定,Negation,Q190558,wikipedia,ok,,
necessary-condition,必要条件,,necessary condition,,,noun,jp-suugaku-1-shuugou-to-meidai,logic,数I,Geometry|Discrete Math,exact,wikidata,必要条件と十分条件,Necessity and sufficiency,Q875267,wikipedia,ok,,
sufficient-condition,十分条件,,sufficient condition,,,noun,jp-suugaku-1-shuugou-to-meidai,logic,数I,Geometry|Discrete Math,exact,wikidata,必要条件と十分条件,Necessity and sufficiency,Q875267,wikipedia,ok,,
necessary-and-sufficient-condition,必要十分条件,,if and only if,necessary and sufficient condition,necessary and sufficient condition@written,noun,jp-suugaku-1-shuugou-to-meidai,logic,数I,Geometry|Discrete Math,near,editorial,,,,editorial,—,reviewed-30 wiki-rejected,教室では if and only if / iff ／ wiki 除外（英語照合不一致: 別の記事）: 必要条件と十分条件 → Necessity and sufficiency ／ en.term → If and only if
equivalent,同値,,equivalent,,,adjective,jp-suugaku-1-shuugou-to-meidai,logic,数I,Geometry|Discrete Math,exact,editorial,同値,If and only if,Q949972,wikipedia,ok,,
proof-by-contradiction,背理法,背理法による証明,proof by contradiction,,,noun,jp-suugaku-1-shuugou-to-meidai|us-discrete-math-logic-and-proofs,logic,数I,Geometry|Discrete Math,exact,wikipedia-langlink,背理法,Proof by contradiction,Q184899,wikipedia,ok,merged,
proof-by-contrapositive,対偶を利用した証明,,proof by contrapositive,,,noun,jp-suugaku-1-shuugou-to-meidai,logic,数I,Geometry|Discrete Math,exact,editorial,,,,editorial,—,,
direct-proof,直接証明,,direct proof,,,noun,jp-suugaku-1-shuugou-to-meidai,logic,数I,Geometry|Discrete Math,exact,editorial,,,,editorial,—,,
axiom,公理,,axiom,,,noun,jp-suugaku-1-shuugou-to-meidai,logic,数I,Geometry|Discrete Math,exact,wikipedia-langlink,公理,Axiom,Q17736,wikipedia,ok,,
lemma,補題,,lemma,,,noun,jp-suugaku-1-shuugou-to-meidai,logic,数I,Geometry|Discrete Math,exact,wikidata,補題,,Q207505,wikipedia,ok,,
corollary,系,,corollary,,,noun,jp-suugaku-1-shuugou-to-meidai,logic,数I,Geometry|Discrete Math,exact,wikipedia-langlink,系 (数学),Corollary,Q1343870,wikipedia,ok,,
contradiction,矛盾,,contradiction,,,noun,jp-suugaku-1-shuugou-to-meidai,logic,数I,Geometry|Discrete Math,exact,wikipedia-langlink,矛盾,Contradiction,Q363948,wikipedia,ok,,
lead-to-a-contradiction,矛盾する,,lead to a contradiction,,,phrase,jp-suugaku-1-shuugou-to-meidai,logic,数I,Geometry|Discrete Math,exact,editorial,,,,editorial,—,wiki-rejected,wiki 除外（英語照合不一致: en.term の記事なし）: 矛盾 → Contradiction ／ en.term → (記事なし)
if-then,〜ならば,,if ... then,,,phrase,jp-suugaku-1-shuugou-to-meidai,logic,数I,Geometry|Discrete Math,near,editorial,,,,editorial,—,,implies
if-and-only-if,〜であることの必要十分条件は,,if and only if,,,phrase,jp-suugaku-1-shuugou-to-meidai,logic,数I,Geometry|Discrete Math,exact,editorial,,,,editorial,—,,
at-least-one-of,少なくとも一方,,at least one of,,,phrase,jp-suugaku-1-shuugou-to-meidai,logic,数I,Geometry|Discrete Math,exact,editorial,,,,editorial,—,,
for-all-x,すべての x について,,for all x,,,phrase,jp-suugaku-1-shuugou-to-meidai,logic,数I,Geometry|Discrete Math,exact,editorial,,,,editorial,—,,
there-exists-x-such-that,ある x が存在して,,there exists x such that,,,phrase,jp-suugaku-1-shuugou-to-meidai,logic,数I,Geometry|Discrete Math,exact,editorial,,,,editorial,—,,
give-a-counterexample,反例を挙げる,,give a counterexample,,,phrase,jp-suugaku-1-shuugou-to-meidai,logic,数I,Geometry|Discrete Math,exact,editorial,,,,editorial,—,,
negate,否定をとる,,negate,,,verb,jp-suugaku-1-shuugou-to-meidai,logic,数I,Geometry|Discrete Math,exact,editorial,,,,editorial,—,,
assume,仮定する,,assume,,,verb,jp-suugaku-1-shuugou-to-meidai,logic,数I,Geometry|Discrete Math,exact,editorial,,,,editorial,—,wiki-redirect wiki-rejected,wiki 除外（数学カテゴリ外）: 仮説 → (en なし)。「仮説」は数学カテゴリ配下にない
assuming-leads-to-a-contradiction,〜と仮定すると矛盾,,assuming ... leads to a contradiction,,,phrase,jp-suugaku-1-shuugou-to-meidai,logic,数I,Geometry|Discrete Math,exact,editorial,,,,editorial,—,,
end-of-proof,証明終わり,,end of proof,,,noun,jp-suugaku-1-shuugou-to-meidai,logic,数I,Geometry|Discrete Math,near,editorial,,,,editorial,—,,Q.E.D. / ∎ / which completes the proof
is-true,真である,,is true,,,phrase,jp-suugaku-1-shuugou-to-meidai,logic,数I,Geometry|Discrete Math,exact,editorial,,,,editorial,—,,
does-not-hold,成り立たない,,does not hold,,,phrase,jp-suugaku-1-shuugou-to-meidai,logic,数I,Geometry|Discrete Math,near,editorial,,,,editorial,—,,fails / is false
in-general,一般に,,in general,,,phrase,jp-suugaku-1-shuugou-to-meidai,logic,数I,Geometry|Discrete Math,exact,editorial,,,,editorial,—,,
clearly,明らかに,,clearly,,,phrase,jp-suugaku-1-shuugou-to-meidai,logic,数I,Geometry|Discrete Math,near,editorial,,,,editorial,—,,答案では obviously より clearly / it is clear that
venn-diagram,ベン図,,Venn diagram,,,noun,jp-suugaku-1-shuugou-to-meidai,logic,数I,Geometry|Discrete Math,exact,wikipedia-langlink,ベン図,Venn diagram,Q190763,wikipedia,ok,,
